soil_moisture,soil_temp,soil_ph,soil_ec,air_temp,humidity,co2_ppm,vpd_kpa,growth_stage,days_since_transplant,irrigation_needed,growth_stage_encoded
48.88,17.96,7.76,2.19,22.53,66.84,1401.4,1.09,flowering,19,1,2
68.7,34.93,5.14,2.04,19.27,79.64,426.9,1.73,vegetative,67,0,1
82.05,36.04,6.81,3.71,36.38,51.01,1101.5,0.41,flowering,66,0,2
73.7,32.78,6.59,2.86,20.42,56.38,494.3,0.77,vegetative,24,0,1
66.57,36.68,5.59,3.07,37.07,71.93,606.0,0.8,seedling,42,1,0
33.09,19.26,7.12,3.63,27.29,79.79,765.5,0.57,vegetative,2,1,1
91.62,15.65,6.52,1.82,28.72,41.37,675.6,2.09,flowering,47,0,2
54.9,34.05,7.9,2.25,25.62,88.25,812.3,1.47,vegetative,36,1,1
37.44,23.62,5.62,1.3,28.67,78.3,1393.9,1.35,fruiting,10,1,3
62.5,17.38,5.65,3.09,26.39,48.37,874.8,0.24,fruiting,25,1,3
76.7,32.48,6.39,3.36,34.87,47.88,1459.4,2.09,vegetative,6,0,1
38.51,24.98,5.8,3.87,23.47,87.81,814.3,1.87,flowering,3,1,2
71.46,14.22,5.1,3.91,33.47,55.13,1125.6,2.02,vegetative,37,0,1
72.08,22.2,7.34,2.8,41.6,54.11,395.6,0.36,flowering,53,0,2
90.14,17.53,7.91,4.29,38.88,52.23,1060.9,1.95,fruiting,34,0,3
41.42,24.11,7.38,2.36,29.51,96.72,778.9,1.62,vegetative,44,1,1
32.68,24.36,5.16,0.88,32.79,76.89,339.7,0.2,seedling,45,1,0
68.0,14.91,6.46,3.35,38.46,93.24,692.9,0.51,vegetative,24,0,1
38.5,30.22,6.68,3.66,34.95,75.64,1483.7,1.43,seedling,14,1,0
32.08,16.0,5.88,4.01,35.65,41.26,902.1,0.83,flowering,16,1,2
94.64,37.52,7.65,2.8,25.75,60.77,314.5,0.77,fruiting,5,0,3
94.71,16.85,5.04,4.06,21.61,81.59,1273.2,2.18,fruiting,52,0,3
83.52,30.33,7.37,3.76,17.29,75.51,308.1,0.3,fruiting,26,0,3
33.62,27.78,7.59,2.43,17.12,71.95,698.5,0.56,fruiting,33,1,3
66.37,29.97,7.93,3.41,32.38,59.1,341.4,0.86,fruiting,58,1,3
63.59,20.32,5.63,2.9,17.4,43.32,746.7,1.86,flowering,34,1,2
66.57,37.15,5.65,3.36,24.99,55.9,516.5,1.47,vegetative,12,0,1
35.48,33.48,7.16,3.42,17.71,80.91,1115.8,2.11,seedling,36,1,0
56.93,25.37,6.23,4.22,24.28,94.92,1392.3,1.65,flowering,56,1,2
31.19,17.06,7.26,2.39,19.05,55.05,1437.4,1.04,fruiting,48,1,3
48.06,34.88,6.81,2.96,29.36,45.24,834.0,2.5,fruiting,31,1,3
50.24,27.63,7.94,4.09,40.72,62.01,1244.3,1.63,seedling,45,1,0
74.01,18.77,5.24,3.85,17.13,45.21,812.9,0.51,fruiting,50,0,3
58.61,26.3,7.02,2.05,21.79,49.47,719.4,1.91,fruiting,37,1,3
81.46,37.46,7.36,3.58,38.15,40.01,734.9,1.9,flowering,66,0,2
78.73,17.26,5.2,4.4,40.84,43.44,831.9,0.63,flowering,31,0,2
70.04,16.98,6.74,3.16,26.85,94.33,1029.9,0.71,flowering,47,0,2
32.17,33.58,6.35,1.8,27.72,86.67,449.5,2.17,fruiting,50,1,3
58.31,20.01,7.06,3.47,19.86,92.12,1201.4,2.35,vegetative,44,1,1
33.51,32.31,7.11,2.89,28.23,41.83,1049.5,1.16,flowering,21,1,2
92.79,28.5,7.25,4.25,30.97,40.69,341.2,1.82,vegetative,22,0,1
47.57,26.11,7.93,2.97,40.28,94.68,549.7,0.92,fruiting,8,1,3
63.75,37.84,5.03,1.7,31.83,66.75,439.9,1.05,seedling,51,1,0
94.04,33.44,6.38,4.12,26.07,69.92,872.6,1.23,fruiting,34,0,3
89.46,26.89,7.18,0.99,31.43,80.06,843.3,0.76,fruiting,20,0,3
62.73,35.46,7.81,3.73,32.16,57.31,1479.5,0.83,vegetative,27,0,1
67.59,20.22,7.73,0.58,24.4,80.98,1220.3,1.16,seedling,18,0,0
34.1,16.59,6.95,1.75,24.4,67.75,1474.3,2.42,vegetative,63,1,1
76.85,19.79,5.5,4.39,31.67,95.94,705.3,1.82,vegetative,52,0,1
65.2,30.2,6.9,2.35,30.01,56.24,329.1,1.64,vegetative,18,1,1
78.56,35.98,7.87,0.54,41.74,78.93,1072.2,0.23,fruiting,56,0,3
84.43,14.37,6.94,2.24,20.42,46.13,828.2,0.48,flowering,57,0,2
37.75,29.58,6.7,2.71,15.86,66.75,1409.5,1.11,flowering,32,1,2
80.96,26.46,7.57,2.07,38.99,53.69,636.3,0.32,fruiting,16,0,3
44.89,19.56,7.7,3.84,29.95,75.12,869.2,1.1,fruiting,49,1,3
57.2,22.27,6.49,2.33,29.01,47.98,915.8,0.76,vegetative,53,1,1
65.24,30.55,6.41,2.26,27.05,63.42,946.3,0.78,fruiting,39,0,3
62.16,34.38,7.62,1.18,18.68,75.93,661.5,0.24,fruiting,48,1,3
59.96,31.85,7.96,3.17,21.61,80.84,1017.5,0.69,fruiting,69,1,3
92.53,31.35,6.93,3.41,27.91,68.8,1321.4,1.77,fruiting,62,0,3
80.96,28.94,5.95,2.67,17.46,78.7,1170.1,2.42,vegetative,29,0,1
60.74,30.13,6.82,2.16,25.25,61.82,1007.0,1.69,flowering,60,1,2
67.74,32.55,6.0,3.83,22.41,71.13,556.8,1.29,vegetative,6,0,1
63.15,17.11,7.25,0.9,37.65,93.09,686.9,2.33,fruiting,60,1,3
73.31,19.66,7.68,1.24,20.75,55.45,665.1,1.38,fruiting,11,0,3
83.5,15.01,6.41,2.09,23.37,65.73,761.0,1.19,fruiting,5,0,3
62.29,14.99,6.75,0.69,31.3,85.62,1002.0,2.49,flowering,26,1,2
83.88,16.62,5.32,2.21,17.66,75.29,472.4,1.4,seedling,12,0,0
53.01,33.7,7.35,2.68,19.17,54.31,1186.2,2.05,vegetative,30,1,1
94.86,20.21,7.17,4.13,21.36,91.77,671.4,2.45,vegetative,48,0,1
33.48,31.02,6.6,2.41,21.03,80.22,529.0,1.47,vegetative,49,1,1
81.13,37.37,5.18,3.75,23.12,71.39,648.1,1.61,vegetative,30,0,1
75.11,17.99,7.36,1.5,26.26,59.98,1330.6,0.49,flowering,57,0,2
75.81,35.72,6.3,2.45,40.04,69.7,885.1,1.53,fruiting,40,0,3
60.57,21.62,6.87,3.11,35.77,48.93,1189.8,1.58,seedling,35,1,0
86.4,14.05,6.14,3.77,24.89,74.29,1027.6,1.04,fruiting,41,0,3
41.89,17.15,6.77,3.03,16.43,53.85,1254.6,0.31,fruiting,10,1,3
46.52,34.69,7.68,1.28,18.52,95.61,1342.0,2.25,fruiting,18,1,3
60.58,36.78,7.54,1.83,25.8,64.13,1051.4,0.86,fruiting,57,1,3
40.33,18.7,7.92,1.11,22.27,73.66,1032.2,0.55,fruiting,20,1,3
91.77,15.74,5.89,1.27,29.95,61.82,488.7,1.68,flowering,38,0,2
61.19,31.9,5.62,1.67,24.34,82.56,1316.3,1.07,vegetative,45,0,1
94.96,30.09,7.97,3.14,34.8,62.15,819.6,0.53,fruiting,59,0,3
85.44,37.35,5.8,3.36,25.64,78.59,871.2,2.49,fruiting,51,0,3
84.27,35.67,7.44,2.34,21.8,61.11,324.3,1.41,flowering,14,0,2
31.33,14.4,6.56,3.28,40.44,50.21,423.9,0.32,vegetative,47,1,1
84.64,30.38,5.63,2.35,39.58,58.62,898.5,2.4,fruiting,51,0,3
46.4,23.95,5.25,2.93,17.8,87.65,1277.5,1.43,seedling,51,1,0
30.59,19.65,5.41,2.95,19.5,70.13,1008.1,0.89,seedling,68,1,0
31.71,31.74,5.95,3.69,26.66,65.82,915.5,1.84,vegetative,55,1,1
82.52,18.01,7.1,3.62,23.91,58.37,969.4,2.18,vegetative,28,0,1
64.72,30.29,7.62,2.23,26.14,83.56,999.1,0.36,fruiting,38,1,3
78.65,32.21,7.86,0.72,31.12,64.39,696.8,0.41,flowering,37,0,2
83.27,33.81,5.2,1.18,23.4,58.28,1090.5,1.63,flowering,55,0,2
58.3,23.65,6.73,2.83,35.25,69.06,425.8,2.17,vegetative,50,1,1
37.66,37.0,5.27,1.42,16.26,80.19,1320.4,1.2,fruiting,16,1,3
46.35,22.24,6.38,1.27,21.07,55.48,839.1,1.7,fruiting,31,1,3
56.64,37.78,6.42,2.72,29.3,58.34,390.0,2.26,fruiting,6,1,3
66.6,28.25,6.92,2.48,15.48,59.08,520.6,1.76,seedling,45,0,0
43.69,36.77,6.01,1.8,39.93,63.79,1455.4,0.26,vegetative,55,1,1
64.88,32.05,5.42,1.89,25.52,69.14,1414.9,2.21,seedling,35,0,0
53.25,20.98,6.84,4.11,40.98,77.26,1305.8,1.41,vegetative,56,1,1
66.08,31.82,5.66,1.97,24.83,94.69,832.7,1.94,fruiting,47,0,3
40.91,24.07,6.46,1.53,29.27,56.58,1125.0,1.28,flowering,59,1,2
74.16,36.48,7.48,3.88,30.37,61.79,1421.5,1.19,flowering,26,0,2
77.49,33.98,7.14,3.42,28.84,80.59,807.2,1.7,vegetative,9,0,1
56.88,25.08,5.77,3.41,16.99,52.7,1198.3,1.21,fruiting,44,1,3
42.23,20.85,6.43,4.32,21.68,81.7,827.3,0.89,flowering,45,1,2
81.91,19.84,7.18,0.77,40.79,51.0,1359.3,2.06,fruiting,55,0,3
77.28,22.9,5.55,2.27,19.48,95.98,415.5,1.56,flowering,34,0,2
77.31,16.25,6.98,1.77,35.24,47.77,1377.5,0.76,vegetative,25,0,1
42.7,14.27,5.73,3.22,21.24,69.01,1365.4,1.8,vegetative,27,1,1
59.62,18.25,6.9,1.96,38.01,83.12,1032.6,1.04,vegetative,24,1,1
61.62,19.39,5.59,1.16,35.98,53.05,932.0,1.24,flowering,44,1,2
84.07,18.19,6.55,1.55,34.51,58.32,1169.5,0.86,fruiting,26,0,3
41.87,32.01,6.02,3.34,16.29,63.25,1146.0,0.72,fruiting,65,1,3
37.64,36.76,5.67,4.5,28.38,83.97,302.6,2.24,vegetative,15,1,1
49.56,31.97,7.38,1.31,40.89,68.64,1400.4,1.83,fruiting,42,1,3
71.12,19.57,7.69,3.95,28.75,64.7,752.2,1.83,fruiting,65,0,3
73.64,20.06,5.06,3.3,32.41,63.42,930.8,2.38,flowering,31,0,2
48.93,22.94,7.33,2.88,32.4,83.18,441.6,2.12,fruiting,64,1,3
57.93,25.86,5.17,4.32,18.47,79.76,907.5,0.26,fruiting,41,1,3
36.92,37.26,5.6,0.74,40.97,71.29,1256.0,0.3,flowering,6,1,2
72.31,25.41,7.56,2.39,38.45,56.62,454.6,2.17,flowering,50,0,2
73.88,37.5,7.14,2.47,38.15,45.95,839.2,0.86,seedling,36,0,0
82.91,28.55,7.85,1.86,17.92,68.87,403.0,2.43,seedling,45,0,0
71.97,34.3,6.42,3.41,41.98,96.45,1193.2,1.9,vegetative,44,0,1
56.33,37.09,5.24,2.24,30.01,63.09,552.7,1.56,fruiting,68,1,3
45.24,31.56,5.77,1.2,33.65,88.04,877.8,1.42,vegetative,19,1,1
92.13,33.21,7.0,2.65,36.39,68.2,660.0,0.57,flowering,61,0,2
44.95,14.14,6.95,1.31,39.03,88.97,392.1,0.44,flowering,50,1,2
71.8,25.16,7.91,3.21,15.27,67.42,797.3,0.45,fruiting,61,0,3
32.08,21.12,6.75,2.18,41.17,43.2,1009.7,2.17,flowering,45,1,2
70.45,29.88,5.93,1.78,24.17,78.77,369.8,2.34,vegetative,31,0,1
41.15,32.52,5.67,0.82,38.62,88.95,784.3,1.82,flowering,66,1,2
50.48,26.57,6.46,1.92,39.07,49.46,479.4,1.53,fruiting,22,1,3
56.75,17.81,7.77,0.51,39.13,90.38,680.4,1.82,vegetative,9,1,1
66.47,21.21,6.2,3.26,39.46,47.45,985.6,0.78,fruiting,8,1,3
85.2,25.53,7.61,1.94,40.02,79.82,608.6,1.5,flowering,19,0,2
50.46,15.26,7.85,3.07,38.68,78.54,728.4,1.38,fruiting,50,1,3
55.69,25.19,7.58,2.59,20.22,90.85,337.3,2.26,seedling,4,1,0
88.95,25.63,6.38,2.77,19.03,66.74,1297.4,0.24,vegetative,39,0,1
31.02,24.03,5.26,0.88,22.22,75.94,935.9,0.36,fruiting,42,1,3
75.22,36.18,7.14,1.97,34.25,42.3,763.7,1.13,vegetative,18,0,1
78.71,26.94,7.6,1.03,31.08,65.61,806.8,0.78,vegetative,17,0,1
79.07,16.14,7.58,3.75,15.9,45.19,359.0,0.97,flowering,32,0,2
53.23,37.18,7.89,2.27,36.47,40.76,957.4,1.91,vegetative,63,1,1
94.75,21.91,6.14,2.97,34.4,62.35,1385.9,1.49,flowering,7,0,2
81.65,14.96,6.0,2.38,23.49,79.91,1291.5,1.88,fruiting,16,0,3
86.87,32.4,6.09,3.44,17.81,84.99,938.8,0.87,fruiting,10,0,3
85.95,36.87,6.27,1.19,37.02,62.99,1422.7,2.38,seedling,21,0,0
43.31,22.91,6.9,0.57,34.51,87.63,779.0,1.23,fruiting,34,1,3
48.73,21.78,7.04,2.75,19.38,57.67,1380.0,1.78,fruiting,23,1,3
37.57,18.91,5.25,2.98,18.98,49.12,317.1,2.0,fruiting,16,1,3
69.62,22.83,6.25,3.83,23.37,93.75,515.6,1.72,fruiting,48,0,3
67.66,35.65,5.04,2.49,24.45,73.08,570.5,0.35,flowering,58,0,2
84.82,31.23,7.83,3.27,40.39,71.61,1020.3,2.45,flowering,19,0,2
42.96,29.21,6.71,2.03,23.8,53.54,942.5,2.31,fruiting,62,1,3
39.97,18.96,6.86,1.01,22.16,87.61,692.5,1.32,fruiting,28,1,3
55.33,28.55,7.27,4.11,39.72,84.27,574.0,0.26,vegetative,53,1,1
41.74,14.92,5.83,3.84,22.94,43.24,363.0,1.18,fruiting,3,1,3
34.27,23.63,7.29,4.16,26.16,64.14,1143.2,2.37,vegetative,32,1,1
81.74,28.63,5.33,3.01,20.04,69.08,934.9,2.22,flowering,6,0,2
45.01,34.98,5.51,2.2,20.05,84.08,869.2,1.01,vegetative,38,1,1
66.0,31.23,7.69,4.11,23.87,94.29,329.9,1.07,fruiting,69,0,3
32.21,33.71,6.64,1.85,21.77,73.85,549.7,0.94,flowering,48,1,2
47.19,17.6,5.27,2.75,18.07,47.91,660.0,0.85,flowering,7,1,2
79.49,20.3,5.74,4.36,15.22,90.14,539.7,2.38,vegetative,52,0,1
75.96,28.1,5.95,2.72,34.73,42.41,313.4,1.25,seedling,41,0,0
56.66,22.34,5.35,0.66,34.56,76.77,638.8,0.88,fruiting,63,1,3
60.77,33.26,7.21,1.69,16.58,48.13,1306.0,1.88,fruiting,63,1,3
53.15,36.73,6.81,2.82,21.26,42.66,1434.2,0.92,vegetative,3,1,1
79.8,15.64,7.48,1.55,33.6,92.65,707.8,1.36,flowering,34,0,2
41.59,34.62,6.21,2.09,19.59,61.83,1345.9,1.04,fruiting,67,1,3
58.47,34.22,6.79,3.4,20.0,94.97,784.9,1.7,seedling,31,1,0
92.92,21.68,5.11,1.94,15.47,50.97,1203.0,2.36,seedling,48,0,0
46.5,17.34,5.66,2.81,16.76,64.75,462.3,0.83,vegetative,35,1,1
60.35,19.47,5.6,2.2,35.4,74.49,1126.4,0.85,flowering,31,1,2
93.75,22.55,6.84,1.75,41.75,65.37,1061.0,0.49,fruiting,20,0,3
59.16,35.2,7.91,2.2,37.54,43.04,1317.1,1.65,flowering,7,1,2
84.95,21.13,7.37,0.9,37.21,78.5,405.4,1.77,flowering,12,0,2
64.47,30.9,5.78,4.27,29.31,87.39,738.1,0.43,fruiting,68,0,3
54.05,24.78,5.99,3.73,18.53,94.89,1061.8,2.24,vegetative,48,1,1
87.85,32.86,5.89,2.68,21.05,65.3,881.1,2.11,fruiting,67,0,3
55.56,33.83,5.8,1.61,29.1,64.55,1077.7,1.04,vegetative,44,1,1
88.83,34.86,5.71,0.82,31.93,59.17,1106.5,0.27,seedling,55,0,0
71.93,34.37,6.2,3.82,19.17,86.9,948.4,0.71,vegetative,28,0,1
50.44,33.89,6.81,2.06,30.06,72.88,498.6,1.13,vegetative,10,1,1
67.28,36.64,7.17,3.26,41.14,85.54,463.9,1.0,fruiting,51,1,3
55.91,20.5,8.0,1.73,38.88,78.55,709.1,1.45,fruiting,46,1,3
91.68,25.72,6.51,2.98,15.1,93.07,733.7,1.11,vegetative,67,0,1
54.42,17.39,7.13,3.92,33.52,41.02,559.5,0.36,flowering,62,1,2
37.19,34.12,6.67,3.26,41.23,44.77,1381.5,0.49,vegetative,4,1,1
71.95,27.12,7.23,1.86,27.2,45.81,387.7,1.26,vegetative,25,0,1
63.1,36.68,6.64,4.31,19.87,81.28,1274.7,1.76,flowering,15,0,2
44.48,22.1,6.47,1.77,24.06,59.23,447.4,0.39,seedling,43,1,0
47.12,14.09,6.49,0.9,35.37,55.74,832.4,0.4,vegetative,3,1,1
88.78,17.07,7.84,2.79,23.25,68.24,902.0,0.25,vegetative,69,0,1
71.57,29.93,6.24,0.68,36.18,78.69,867.4,2.27,vegetative,69,0,1
86.73,33.13,6.54,1.02,20.81,77.4,762.0,2.12,fruiting,34,0,3
75.71,35.39,6.91,4.25,18.47,45.0,1306.1,2.17,fruiting,62,0,3
93.04,14.6,7.36,1.79,16.01,92.31,467.6,1.47,vegetative,36,0,1
81.43,28.44,6.72,2.33,22.48,66.45,840.0,1.54,vegetative,1,0,1
31.46,34.55,7.08,3.57,37.57,46.99,1286.9,1.36,fruiting,36,1,3
74.09,20.87,5.76,2.03,28.53,94.22,1214.5,1.19,seedling,10,0,0
59.64,33.53,6.14,2.65,39.08,92.09,558.9,0.3,vegetative,36,1,1
84.15,30.51,5.06,1.85,18.9,53.28,1386.6,0.28,vegetative,59,0,1
70.1,26.82,5.65,1.16,21.39,68.64,625.4,2.38,flowering,44,0,2
77.4,21.89,6.96,1.62,30.41,84.01,1413.6,0.8,vegetative,31,0,1
37.64,18.31,7.91,2.71,27.64,96.11,968.3,1.72,vegetative,13,1,1
91.72,37.92,6.13,2.9,38.12,46.7,1127.5,1.14,vegetative,55,0,1
38.75,26.45,7.3,1.16,35.34,83.37,371.9,0.24,fruiting,53,1,3
42.51,31.88,5.38,0.92,34.17,51.9,668.1,1.29,vegetative,4,1,1
47.84,35.09,7.5,4.22,27.38,83.81,1010.0,0.91,fruiting,40,1,3
40.7,14.13,5.13,1.48,18.09,70.4,1329.6,1.89,vegetative,65,1,1
86.4,21.98,5.25,4.28,28.97,44.24,1279.9,2.2,flowering,25,0,2
71.21,20.17,5.16,0.54,15.6,40.48,432.4,0.75,vegetative,8,0,1
86.48,18.69,5.13,1.14,25.37,52.5,666.3,2.44,fruiting,57,0,3
36.15,31.57,7.22,3.14,21.17,64.11,1315.5,1.74,fruiting,59,1,3
60.57,34.93,5.68,2.41,18.58,62.52,512.6,1.04,vegetative,4,0,1
67.57,26.66,5.48,3.36,33.96,95.12,660.2,1.94,vegetative,52,0,1
45.63,26.37,6.71,1.39,35.43,57.64,1406.6,1.71,vegetative,55,1,1
83.16,20.97,6.02,4.24,19.45,42.4,844.9,2.04,fruiting,39,0,3
78.08,34.9,6.9,3.87,22.05,45.57,1039.1,1.2,vegetative,48,0,1
53.49,29.03,5.09,4.38,39.97,93.31,738.0,1.42,fruiting,52,1,3
66.63,16.88,6.6,1.93,36.39,83.21,1392.7,0.23,fruiting,13,1,3
68.0,37.73,6.81,3.64,34.62,79.98,1159.6,1.25,flowering,58,0,2
70.59,33.81,7.81,3.71,26.52,76.19,1327.6,1.33,vegetative,68,0,1
30.01,31.24,5.33,1.48,23.04,71.94,777.5,1.75,seedling,64,1,0
34.18,33.1,5.72,2.34,27.98,71.96,1281.5,1.79,fruiting,13,1,3
36.24,23.65,7.87,4.48,34.72,52.97,422.3,1.15,fruiting,48,1,3
70.03,17.13,5.34,0.69,30.31,53.84,1181.3,1.78,vegetative,62,0,1
93.66,21.1,7.61,0.52,15.57,66.55,586.5,1.79,flowering,24,0,2
40.57,23.31,5.56,3.67,26.23,45.33,881.2,0.41,seedling,52,1,0
54.05,18.16,5.3,1.81,18.68,48.91,1120.7,0.25,seedling,53,1,0
84.09,34.31,7.04,4.32,28.8,92.09,1461.4,2.15,vegetative,68,0,1
88.38,33.03,6.64,2.19,31.7,65.3,595.3,1.76,fruiting,25,0,3
70.47,17.8,7.58,2.29,39.76,66.67,630.0,0.53,seedling,20,0,0
67.24,23.64,6.29,4.37,34.55,63.47,322.9,0.28,fruiting,15,0,3
92.4,14.91,7.93,0.52,38.59,57.52,1426.3,0.93,fruiting,39,0,3
74.2,31.28,5.25,0.93,18.44,91.55,931.0,2.02,seedling,1,0,0
51.39,35.26,7.54,1.34,31.86,44.14,1304.1,0.6,seedling,40,1,0
75.85,30.22,7.42,1.69,28.77,78.06,331.5,1.07,fruiting,31,0,3
92.25,14.72,7.87,1.37,16.32,56.67,1243.5,1.93,vegetative,7,0,1
70.53,22.59,7.53,2.31,34.61,45.45,775.2,2.46,fruiting,63,0,3
48.05,21.92,6.95,3.53,35.24,69.06,1273.0,1.21,seedling,38,1,0
67.37,19.1,5.62,1.0,20.12,41.81,1109.1,1.12,flowering,7,0,2
51.0,25.13,6.25,1.1,40.86,63.05,1350.4,0.64,flowering,40,1,2
32.1,28.07,6.66,1.89,20.44,86.03,364.6,0.36,vegetative,53,1,1
65.7,20.55,5.73,1.05,37.92,75.14,523.8,0.61,fruiting,36,1,3
33.24,22.4,5.36,0.62,18.05,64.58,1124.3,0.87,fruiting,42,1,3
42.09,16.67,7.17,1.57,37.14,96.75,391.9,1.29,fruiting,14,1,3
84.43,35.06,5.9,3.79,19.17,59.05,921.6,0.72,flowering,53,0,2
43.45,33.1,6.89,1.77,21.27,90.09,1302.9,0.73,seedling,45,1,0
36.67,34.45,6.8,4.34,33.1,49.98,868.5,1.69,seedling,49,1,0
80.62,31.68,7.07,2.19,39.93,44.16,1263.9,0.7,vegetative,66,0,1
35.05,23.4,5.46,2.01,31.96,71.19,577.4,0.99,flowering,5,1,2
59.03,20.64,5.31,0.8,24.38,75.04,1305.0,0.62,vegetative,55,1,1
61.51,16.54,5.83,4.06,29.85,63.56,387.2,1.84,fruiting,33,0,3
83.35,15.42,7.72,1.26,21.93,43.04,1458.5,2.16,fruiting,37,0,3
40.51,21.03,7.04,1.76,36.4,47.44,1215.2,0.36,seedling,9,1,0
67.79,22.44,5.7,2.97,28.74,96.52,1479.9,1.66,vegetative,50,0,1
30.32,30.27,6.65,1.82,19.56,66.6,420.3,0.97,vegetative,8,1,1
60.33,20.17,7.55,1.92,21.2,50.02,687.1,0.36,seedling,68,0,0
80.17,35.56,6.0,4.47,17.78,43.02,1326.7,2.33,seedling,56,0,0
32.16,16.51,5.63,4.38,33.03,84.38,1231.4,1.43,fruiting,48,1,3
50.97,27.72,7.87,1.7,41.74,76.07,590.5,1.2,fruiting,65,1,3
32.56,22.72,6.83,0.98,39.95,44.43,1416.0,1.83,vegetative,14,1,1
78.15,28.44,7.01,2.06,28.17,96.42,556.7,1.16,vegetative,4,0,1
68.86,32.72,6.02,2.02,38.97,63.04,1049.7,2.25,vegetative,15,1,1
61.92,28.38,5.29,2.03,40.49,73.6,713.4,1.64,fruiting,27,1,3
62.83,37.01,5.52,3.38,31.59,78.74,721.5,0.92,fruiting,5,1,3
57.28,18.52,5.02,4.38,26.66,95.25,468.4,1.55,vegetative,68,1,1
47.72,27.88,7.1,3.12,16.32,45.91,454.3,0.41,vegetative,1,1,1
42.24,26.01,7.38,1.1,32.81,58.44,709.4,1.72,flowering,33,1,2
40.13,32.96,5.19,1.28,32.72,88.73,603.2,0.95,flowering,52,1,2
55.58,25.6,7.37,2.41,36.15,64.61,602.4,0.95,seedling,15,1,0
39.63,33.48,6.26,3.56,40.77,88.42,1441.8,1.51,vegetative,62,1,1
86.19,30.64,6.87,0.56,35.2,45.22,611.7,1.47,flowering,1,0,2
83.56,35.09,7.05,2.66,40.94,46.84,1185.5,0.5,vegetative,12,0,1
69.01,17.75,6.61,1.42,35.08,70.1,793.5,0.82,fruiting,19,1,3
32.83,19.21,7.91,4.42,32.68,90.17,556.8,2.44,seedling,51,1,0
30.09,34.48,7.15,3.26,29.76,79.96,1422.8,1.73,vegetative,38,1,1
84.09,25.01,6.78,1.57,32.44,96.2,358.9,2.24,flowering,47,0,2
50.69,22.83,6.13,4.42,23.21,55.12,455.3,1.38,vegetative,31,1,1
37.87,14.15,6.52,4.49,33.76,57.58,1352.2,2.0,seedling,61,1,0
81.43,27.43,6.07,0.84,34.71,89.65,1464.1,2.33,fruiting,31,0,3
80.56,21.1,5.73,1.37,18.69,71.43,1026.5,1.82,fruiting,29,0,3
85.85,30.27,6.64,2.1,26.63,43.27,845.9,2.03,vegetative,18,0,1
44.28,15.55,7.22,1.35,25.62,43.66,571.5,2.02,fruiting,62,1,3
51.83,17.22,5.22,4.47,32.7,70.9,1218.6,2.13,fruiting,69,1,3
72.57,23.02,7.95,3.16,40.83,51.48,1336.7,0.94,fruiting,53,0,3
53.43,37.73,7.35,0.79,38.56,76.1,1368.7,0.99,flowering,5,1,2
47.72,35.97,7.49,4.42,23.75,53.44,697.0,2.4,vegetative,30,1,1
39.71,27.92,6.99,3.38,21.89,45.09,394.4,1.18,fruiting,32,1,3
49.26,23.96,7.4,1.73,27.69,41.12,1180.3,1.16,flowering,61,1,2
94.46,21.26,6.9,2.82,36.2,56.75,1207.1,1.08,vegetative,65,0,1
88.64,23.26,7.34,3.4,16.61,73.15,456.2,2.42,fruiting,19,0,3
62.74,17.88,6.11,0.89,30.44,45.46,492.4,0.4,vegetative,52,1,1
88.95,15.73,6.9,3.24,29.41,78.02,580.4,1.33,vegetative,63,0,1
57.67,15.81,5.09,3.28,26.84,71.48,969.2,0.84,flowering,4,1,2
55.25,33.7,6.35,2.91,39.18,89.38,1368.5,0.82,seedling,8,1,0
77.98,30.95,7.96,2.59,37.31,72.86,1348.9,1.86,flowering,9,0,2
91.14,18.84,5.93,1.46,24.69,92.14,990.1,1.9,flowering,13,0,2
48.1,16.3,5.49,1.2,37.75,56.21,1157.6,1.51,fruiting,68,1,3
79.66,37.81,6.04,2.14,19.47,51.63,1132.1,2.31,vegetative,57,0,1
33.1,15.47,7.83,3.9,37.81,92.68,906.3,0.77,vegetative,67,1,1
69.21,30.05,6.97,2.28,24.36,87.65,1210.1,0.94,seedling,53,0,0
69.19,27.41,6.14,3.95,32.81,81.11,480.8,2.23,vegetative,61,0,1
38.32,24.57,7.66,1.51,25.09,88.23,1041.4,1.93,vegetative,44,1,1
68.45,31.62,6.54,3.76,34.5,75.06,481.0,2.12,fruiting,19,0,3
61.74,20.21,7.26,3.39,18.8,89.99,517.2,2.03,flowering,46,1,2
56.44,21.6,6.92,2.25,17.5,92.21,1234.2,0.33,flowering,25,1,2
69.85,18.14,5.06,0.63,28.7,81.86,445.0,0.71,vegetative,24,0,1
51.27,29.08,5.52,1.53,27.64,53.28,1006.4,2.32,fruiting,7,1,3
67.88,25.71,5.56,4.08,21.71,45.2,1200.0,0.6,vegetative,52,0,1
82.13,31.44,7.38,3.18,33.09,78.04,916.9,1.04,fruiting,37,0,3
57.29,28.72,7.29,2.68,31.95,93.31,658.9,1.03,fruiting,59,1,3
69.85,33.69,6.03,1.27,20.36,81.76,1036.9,0.67,seedling,47,0,0
70.81,14.0,5.05,2.06,33.67,79.62,816.1,1.79,flowering,49,0,2
40.56,28.42,6.47,1.28,35.25,55.7,758.1,1.06,vegetative,17,1,1
75.26,15.27,7.45,3.8,21.4,58.45,877.6,1.57,vegetative,31,0,1
55.78,26.17,7.99,1.21,41.53,61.44,540.4,1.15,flowering,17,1,2
